Athlete,Year,Event,Event Type,Final/Heat,Country,Age,gender,Rank,Lane,100m,100m CT,RT
Category_2,34,Category_4,Olympic,SF,Category_3,16.583,m,68.588,6.07,24.564,Category_8,0.577
Category_3,33,Category_4,Series,SF,Category_4,22.754,m,-9.585,6.129,29.657,Category_2,0.705
Category_1,32,Category_5,Series,F,Category_4,21.384,m,18.394,5.022,29.163,Category_7,0.71
Category_1,30,Category_7,Youth Olympic,H,Category_8,18.915,m,17.49,10.294,25.373,Category_6,0.575
Category_6,32,Category_8,Junior,F,Category_4,21.786,m,30.932,1.449,27.045,Category_1,0.65
Category_5,21,Category_6,Series,SF,Category_5,22.874,m,35.141,8.13,29.805,Category_6,0.676
Category_8,33,Category_1,World Championships,F,Category_2,25.512,m,45.093,0.809,26.715,Category_9,0.712
Category_2,29,Category_7,Youth Olympic,SF,Category_4,22.066,m,-21.753,8.846,28.769,Category_3,0.686
Category_4,21,Category_3,World Cup,SF,Category_7,24.097,m,37.488,5.643,25.813,Category_7,0.639
Category_8,20,Category_6,World Championships,H,Category_3,28.303,m,39.57,8.618,24.453,Category_4,0.616
Category_6,34,Category_8,World Cup,H,Category_1,16.143,m,34.686,6.973,24.225,Category_1,0.598
Category_1,34,Category_7,25m,H,Category_8,25.268,m,27.444,-0.585,26.228,Category_7,0.623
Category_4,29,Category_6,World Cup,F,Category_8,16.783,m,-65.441,3.941,27.798,Category_1,0.689
Category_1,21,Category_9,World Championships,H,Category_6,17.469,m,48.81,1.686,23.008,Category_4,0.706
Category_2,29,Category_9,25m,SF,Category_7,20.372,m,4.652,8.456,31.044,Category_9,0.648
Category_5,32,Category_1,World Championships,H,Category_2,17.748,m,50.115,6.748,29.171,Category_5,0.714
Category_8,33,Category_1,Olympic,F,Category_5,17.056,m,68.348,5.148,27.963,Category_7,0.683
Category_8,22,Category_1,World Championships,H,Category_7,20.171,m,-15.486,3.758,28.621,Category_7,0.778
Category_3,32,Category_8,25m,H,Category_9,19.042,m,49.243,5.818,25.428,Category_3,0.582
Category_4,34,Category_7,World Cup,H,Category_1,17.668,m,-2.865,2.413,23.621,Category_8,0.655
Category_6,22,Category_3,Olympic,F,Category_3,16.479,m,31.318,5.468,27.736,Category_1,0.674
Category_3,30,Category_2,Junior,SF,Category_6,26.318,m,28.925,4.471,29.12,Category_4,0.747
Category_2,30,Category_4,Junior,SF,Category_7,15.455,m,54.203,2.761,25.764,Category_4,0.599
Category_6,31,Category_3,Junior,SF,Category_6,19.727,m,49.949,6.488,24.781,Category_2,0.621
Category_5,21,Category_7,Junior,H,Category_1,25.047,m,40.042,9.422,25.659,Category_6,0.667
Category_5,21,Category_8,Youth Olympic,H,Category_4,23.771,m,-14.548,1.254,27.891,Category_1,0.61
Category_5,30,Category_6,Junior,F,Category_6,21.388,m,-39.514,7.103,28.155,Category_3,0.653
Category_5,29,Category_3,25m,SF,Category_8,17.841,m,58.669,2.785,30.791,Category_9,0.591
Category_3,24,Category_6,Series,H,Category_4,20.344,m,53.918,6.214,27.815,Category_6,0.718
Category_7,29,Category_2,Junior,H,Category_7,15.77,m,3.956,3.253,25.024,Category_2,0.74
Category_6,21,Category_7,World Championships,H,Category_3,19.241,m,42.484,4.036,26.193,Category_9,0.741
Category_4,19,Category_7,Series,F,Category_8,19.179,m,26.537,4.28,24.557,Category_2,0.671
Category_2,19,Category_4,Junior,SF,Category_1,19.578,m,63.66,8.129,29.256,Category_7,0.672
Category_9,22,Category_8,Series,F,Category_4,17.161,m,34.927,4.548,24.408,Category_1,0.664
Category_1,27,Category_4,World Cup,SF,Category_8,13.404,m,58.328,3.938,25.608,Category_5,0.703
Category_4,27,Category_7,25m,SF,Category_4,25.601,m,14.955,4.57,27.892,Category_7,0.721
Category_1,26,Category_4,25m,H,Category_2,24.682,m,40.698,9.447,30.322,Category_3,0.696
Category_6,30,Category_5,Series,H,Category_2,24.04,m,20.71,6.155,33.073,Category_4,0.675
Category_4,24,Category_7,Olympic,H,Category_4,21.987,m,14.815,3.27,23.917,Category_5,0.696
Category_5,22,Category_3,Youth Olympic,H,Category_4,21.126,m,-34.216,8.467,28.233,Category_3,0.664
Category_5,27,Category_5,World Championships,H,Category_2,17.551,m,58.99,5.219,26.791,Category_6,0.604
Category_9,27,Category_3,Series,SF,Category_7,17.993,m,82.66,2.648,26.298,Category_3,0.638
Category_1,23,Category_5,25m,H,Category_6,26.443,m,-7.232,5.745,26.224,Category_8,0.674
Category_2,25,Category_3,World Cup,H,Category_3,27.385,m,52.404,4.404,24.148,Category_7,0.625
Category_6,18,Category_7,Junior,F,Category_8,19.657,m,51.21,-3.561,30.478,Category_1,0.622
Category_5,34,Category_1,25m,F,Category_8,20.437,m,17.79,5.59,22.301,Category_2,0.692
Category_7,24,Category_9,World Cup,SF,Category_1,23.451,m,11.405,2.124,26.519,Category_4,0.695
Category_3,31,Category_9,Junior,SF,Category_3,20.808,m,66.353,1.638,30.109,Category_5,0.678
Category_3,34,Category_5,Youth Olympic,F,Category_5,21.121,m,63.334,-0.014,27.337,Category_4,0.642
Category_2,26,Category_9,25m,F,Category_2,20.174,m,45.468,5.09,25.379,Category_4,0.649
Category_3,34,Category_6,25m,H,Category_5,16.541,m,17.636,4.411,25.468,Category_9,0.696
Category_1,22,Category_5,Series,H,Category_3,18.878,m,63.745,7.113,28.76,Category_4,0.624
Category_5,25,Category_3,Series,SF,Category_9,19.868,m,8.566,2.809,26.174,Category_4,0.599
Category_5,23,Category_8,World Cup,F,Category_1,9.994,m,73.233,3.588,26.772,Category_4,0.687
Category_7,28,Category_4,Olympic,SF,Category_4,20.783,m,79.294,9.653,28.199,Category_2,0.659
Category_4,21,Category_3,Series,H,Category_6,30.031,m,66.381,-0.093,28.871,Category_8,0.723
Category_3,18,Category_6,World Championships,SF,Category_9,18.645,m,42.354,7.771,25.624,Category_4,0.617
Category_1,30,Category_8,Youth Olympic,SF,Category_3,20.558,m,-40.447,2.853,23.862,Category_5,0.713
Category_8,31,Category_9,World Championships,SF,Category_3,16.943,m,27.239,12.451,24.653,Category_8,0.638
Category_3,18,Category_6,25m,H,Category_5,15.895,m,83.095,6.554,29.855,Category_4,0.7
Category_2,28,Category_5,World Championships,SF,Category_7,19.138,m,59.379,3.227,26.991,Category_5,0.607
Category_4,34,Category_2,Junior,H,Category_5,23.027,m,45.004,1.339,24.116,Category_5,0.593
Category_3,21,Category_2,Youth Olympic,F,Category_8,19.454,m,13.027,5.783,24.805,Category_6,0.68
Category_1,29,Category_9,World Championships,SF,Category_5,18.873,m,61.881,0.068,29.382,Category_7,0.652
Category_3,27,Category_2,Junior,SF,Category_7,22.472,m,-12.531,6.471,27.031,Category_3,0.672
Category_2,23,Category_2,World Cup,H,Category_6,21.249,m,27.639,1.34,23.188,Category_3,0.621
Category_8,18,Category_3,World Championships,SF,Category_2,21.577,m,82.379,2.384,24.437,Category_9,0.679
Category_6,24,Category_3,Youth Olympic,H,Category_3,25.346,m,9.488,-2.133,29.357,Category_1,0.722
Category_9,33,Category_4,Junior,SF,Category_4,24.826,m,49.985,5.095,25.603,Category_8,0.714
Category_8,31,Category_7,World Championships,F,Category_5,26.61,m,-17.807,5.463,31.412,Category_3,0.634
Category_3,23,Category_9,World Cup,F,Category_9,15.403,m,13.848,4.844,31.021,Category_5,0.608
Category_5,22,Category_2,World Championships,F,Category_6,23.968,m,37.674,0.53,30.091,Category_3,0.664
Category_7,32,Category_4,Junior,SF,Category_1,27.231,m,42.664,8.31,27.928,Category_1,0.702
Category_5,23,Category_9,World Championships,SF,Category_3,13.666,m,91.763,4.375,29.095,Category_5,0.589
Category_8,18,Category_2,Youth Olympic,F,Category_7,20.338,m,18.092,3.488,26.72,Category_8,0.692
Category_5,18,Category_1,25m,F,Category_8,18.173,m,49.563,6.754,26.776,Category_5,0.755
Category_1,30,Category_8,Junior,H,Category_7,20.32,m,48.759,3.689,24.223,Category_4,0.693
Category_5,20,Category_9,Junior,H,Category_5,25.167,m,15.663,5.862,26.744,Category_9,0.595
Category_4,27,Category_7,Junior,F,Category_8,14.646,m,59.92,2.851,24.074,Category_1,0.614
Category_6,20,Category_8,Junior,F,Category_9,21.435,m,51.675,6.786,26.855,Category_5,0.634
Category_3,26,Category_4,World Championships,SF,Category_7,18.085,m,24.698,6.723,24.199,Category_1,0.658
Category_5,25,Category_4,Youth Olympic,F,Category_9,25.294,m,38.111,3.658,24.947,Category_6,0.68
Category_2,20,Category_2,World Cup,H,Category_1,22.163,m,5.042,5.15,21.267,Category_9,0.697
Category_6,30,Category_8,Youth Olympic,H,Category_9,19.768,m,7.162,4.713,25.134,Category_2,0.651
Category_6,23,Category_2,Junior,H,Category_3,17.45,m,31.915,4.466,25.271,Category_4,0.676
Category_5,30,Category_9,Olympic,H,Category_6,31.419,m,53.947,1.847,26.167,Category_8,0.616
Category_6,29,Category_4,World Championships,H,Category_8,21.579,m,22.978,2.193,29.439,Category_3,0.633
Category_7,30,Category_1,Olympic,H,Category_3,14.546,m,14.872,3.825,26.726,Category_7,0.704
Category_5,19,Category_4,World Championships,F,Category_4,17.067,m,25.923,4.944,28.866,Category_7,0.685
Category_1,33,Category_3,Junior,H,Category_7,22.128,m,56.272,2.597,28.955,Category_2,0.69
Category_8,23,Category_6,World Championships,H,Category_7,17.401,m,-6.196,4.81,29.918,Category_4,0.618
Category_4,30,Category_7,Junior,H,Category_4,17.91,m,57.21,-0.868,24.865,Category_1,0.663
Category_9,34,Category_8,Youth Olympic,H,Category_9,24.501,m,47.2,4.782,24.263,Category_8,0.668
Category_6,26,Category_2,Series,F,Category_3,24.134,m,-6.332,4.964,26.587,Category_9,0.679
Category_1,34,Category_6,25m,SF,Category_8,18.058,m,25.793,6.792,24.567,Category_1,0.71
Category_3,19,Category_6,World Championships,SF,Category_8,25.266,m,50.756,8.281,26.34,Category_7,0.666
Category_3,24,Category_5,Junior,SF,Category_4,17.481,m,-22.2,6.461,24.77,Category_1,0.736
Category_4,27,Category_7,Olympic,SF,Category_7,27.429,m,2.872,9.204,24.182,Category_1,0.576
Category_6,27,Category_3,Junior,H,Category_4,22.645,m,-11.097,4.702,27.617,Category_9,0.651
Category_7,26,Category_4,Olympic,SF,Category_1,21.622,m,15.974,4.889,30.911,Category_6,0.711
Category_4,34,Category_9,World Championships,SF,Category_1,18.829,m,62.263,6.762,26.296,Category_1,0.631
Category_6,32,Category_4,World Cup,F,Category_1,17.903,m,55.402,4.511,27.446,Category_7,0.702
Category_1,19,Category_3,Olympic,F,Category_2,10.795,m,18.053,3.959,26.983,Category_3,0.669
Category_8,21,Category_2,Junior,F,Category_6,19.204,m,62.011,8.161,26.766,Category_4,0.75
Category_7,34,Category_5,World Championships,H,Category_5,20.378,m,51.539,6.558,29.959,Category_4,0.658
Category_9,22,Category_4,Junior,H,Category_2,12.865,m,69.064,6.4,26.238,Category_8,0.658
Category_3,24,Category_8,World Cup,H,Category_8,23.828,m,29.996,2.644,19.775,Category_1,0.745
Category_2,24,Category_7,25m,F,Category_9,19.758,m,47.977,7.1,24.927,Category_8,0.648
Category_1,34,Category_6,Series,SF,Category_7,25.447,m,129.132,4.977,27.074,Category_9,0.712
Category_3,24,Category_2,Series,F,Category_9,17.592,m,23.664,2.335,26.608,Category_7,0.678
Category_5,21,Category_3,World Cup,H,Category_4,25.537,m,30.671,6.492,26.341,Category_1,0.713
Category_2,25,Category_9,Youth Olympic,F,Category_7,18.563,m,27.98,1.819,25.728,Category_7,0.649
Category_3,30,Category_9,World Championships,SF,Category_5,20.213,m,29.94,-1.159,27.029,Category_6,0.66
Category_4,21,Category_5,World Cup,H,Category_5,21.313,m,48.522,0.326,31.325,Category_5,0.648
Category_7,23,Category_3,25m,SF,Category_3,20.249,m,34.198,4.162,26.13,Category_5,0.576
Category_3,22,Category_2,Junior,SF,Category_9,21.68,m,-6.569,8.572,31.562,Category_1,0.653
Category_9,29,Category_8,World Championships,H,Category_5,12.458,m,33.05,5.545,27.871,Category_6,0.808
Category_8,21,Category_6,Olympic,SF,Category_6,19.844,m,17.455,4.522,25.379,Category_4,0.632
Category_4,26,Category_7,World Cup,F,Category_3,20.088,m,-16.987,8.025,28.733,Category_1,0.671
Category_1,21,Category_1,25m,SF,Category_7,12.202,m,65.337,6.032,21.53,Category_8,0.718
Category_1,31,Category_1,World Cup,SF,Category_9,23.079,m,17.295,7.298,26.808,Category_8,0.688
Category_1,22,Category_2,Youth Olympic,SF,Category_9,16.65,m,43.516,7.171,27.973,Category_4,0.661
Category_1,27,Category_3,Series,F,Category_5,24.32,m,-57.826,4.001,28.0,Category_7,0.624
Category_8,29,Category_1,Series,SF,Category_7,20.777,m,46.826,4.203,28.231,Category_3,0.729
Category_3,34,Category_5,World Championships,SF,Category_3,18.045,m,23.554,2.72,28.423,Category_8,0.714
Category_6,28,Category_3,Junior,F,Category_6,24.578,m,-12.012,6.822,27.49,Category_7,0.728
Category_3,20,Category_1,25m,H,Category_8,27.297,m,16.721,1.749,28.419,Category_5,0.724
Category_5,34,Category_8,World Cup,H,Category_8,20.58,m,12.87,2.591,25.62,Category_5,0.6
Category_7,18,Category_6,World Championships,H,Category_2,26.11,m,54.039,4.602,29.408,Category_9,0.649
Category_2,32,Category_9,World Cup,SF,Category_6,19.692,m,35.123,5.045,25.838,Category_6,0.678
Category_6,26,Category_3,World Championships,H,Category_7,24.403,m,-11.085,6.22,29.366,Category_6,0.622
Category_6,32,Category_9,Series,F,Category_7,18.901,m,45.096,4.672,26.798,Category_2,0.636
Category_3,20,Category_9,Youth Olympic,SF,Category_3,27.976,m,-26.792,3.878,27.317,Category_5,0.693
Category_6,30,Category_1,World Cup,SF,Category_9,24.879,m,0.301,6.556,28.766,Category_4,0.691
Category_5,29,Category_3,Youth Olympic,SF,Category_2,22.367,m,32.953,7.028,30.128,Category_3,0.743
Category_2,18,Category_6,Olympic,H,Category_3,9.937,m,14.647,0.585,26.93,Category_9,0.632
Category_9,34,Category_8,Olympic,H,Category_2,22.278,m,66.674,7.41,27.313,Category_7,0.623
Category_8,30,Category_4,Series,H,Category_9,15.311,m,37.384,3.969,21.206,Category_4,0.759
Category_3,18,Category_5,25m,SF,Category_4,21.883,m,50.466,8.713,24.945,Category_9,0.653
Category_8,27,Category_9,Youth Olympic,F,Category_2,25.707,m,51.634,3.172,23.545,Category_9,0.579
Category_9,32,Category_6,World Championships,SF,Category_3,23.272,m,19.838,2.323,25.957,Category_7,0.682
Category_3,24,Category_7,25m,F,Category_4,23.974,m,2.01,6.371,25.384,Category_5,0.616
Category_3,33,Category_7,World Cup,SF,Category_6,18.878,m,31.102,10.026,25.115,Category_9,0.647
Category_2,31,Category_4,World Cup,F,Category_5,14.113,m,57.378,0.775,24.587,Category_7,0.601
Category_8,24,Category_4,World Championships,SF,Category_3,17.229,m,25.864,6.841,27.988,Category_9,0.714
Category_1,34,Category_4,Junior,SF,Category_8,19.057,m,49.463,6.155,22.935,Category_3,0.683
Category_8,29,Category_5,Junior,F,Category_8,20.363,m,31.752,4.694,24.461,Category_9,0.607
Category_7,25,Category_5,World Cup,F,Category_7,25.672,m,-11.963,9.884,26.914,Category_1,0.673
Category_7,19,Category_8,Series,F,Category_3,23.444,m,-9.526,0.059,28.957,Category_5,0.695
Category_3,24,Category_9,Series,F,Category_1,29.606,m,77.296,7.516,24.812,Category_2,0.655
Category_1,21,Category_2,World Championships,F,Category_5,16.278,m,-0.916,7.172,29.133,Category_1,0.739
Category_4,23,Category_7,Junior,F,Category_1,25.237,m,14.266,7.725,20.881,Category_3,0.711
Category_9,26,Category_1,Youth Olympic,F,Category_6,24.043,m,58.821,7.413,26.846,Category_7,0.643
Category_5,26,Category_1,World Cup,F,Category_7,19.939,m,-1.632,5.354,27.509,Category_3,0.654
Category_1,31,Category_4,Olympic,SF,Category_5,16.445,m,12.951,4.023,24.685,Category_9,0.609
Category_5,25,Category_7,Youth Olympic,F,Category_4,17.874,m,26.469,3.27,23.984,Category_3,0.588
Category_8,20,Category_2,World Championships,F,Category_2,17.676,m,22.726,6.223,27.118,Category_6,0.625
Category_8,22,Category_2,Olympic,SF,Category_5,27.499,m,4.728,4.759,26.764,Category_2,0.633
Category_5,31,Category_1,Youth Olympic,SF,Category_9,23.848,m,26.989,4.255,25.071,Category_8,0.724
Category_9,21,Category_2,Junior,H,Category_4,24.003,m,51.988,3.41,26.211,Category_5,0.603
Category_1,24,Category_7,Series,H,Category_2,20.784,m,29.012,3.77,25.528,Category_2,0.669
Category_4,29,Category_9,Junior,F,Category_6,19.474,m,13.668,6.689,29.57,Category_7,0.674
Category_3,19,Category_6,Olympic,F,Category_8,21.817,m,59.638,4.82,28.325,Category_3,0.633
Category_2,28,Category_2,25m,H,Category_2,20.845,m,81.421,7.755,27.264,Category_5,0.71
Category_8,31,Category_9,Series,H,Category_9,20.024,m,59.897,1.44,30.959,Category_9,0.65
Category_7,33,Category_7,World Cup,F,Category_7,21.938,m,0.352,6.304,29.099,Category_1,0.638
Category_9,23,Category_1,Olympic,H,Category_2,16.011,m,1.113,2.29,29.556,Category_2,0.738
Category_2,21,Category_9,World Championships,F,Category_5,21.526,m,45.052,7.755,30.291,Category_5,0.627
Category_4,32,Category_2,World Cup,SF,Category_5,19.963,m,37.433,7.82,26.501,Category_4,0.699
Category_6,18,Category_4,Youth Olympic,SF,Category_7,17.464,m,-2.556,1.299,24.184,Category_1,0.639
Category_3,24,Category_9,Series,H,Category_5,23.072,m,40.739,2.888,22.949,Category_7,0.61
Category_8,29,Category_4,World Championships,SF,Category_6,27.849,m,35.365,2.993,28.454,Category_9,0.65
Category_3,27,Category_3,World Championships,SF,Category_9,25.709,m,74.874,7.886,24.733,Category_1,0.77
Category_2,22,Category_1,Junior,SF,Category_3,19.252,m,20.056,3.31,34.1,Category_8,0.6
Category_3,29,Category_7,Youth Olympic,SF,Category_3,23.17,m,72.258,6.475,25.004,Category_9,0.633
Category_6,27,Category_6,Junior,F,Category_8,23.911,m,73.513,3.145,24.627,Category_2,0.72
Category_2,23,Category_4,Junior,F,Category_6,20.914,m,13.252,7.425,28.538,Category_1,0.622
Category_8,29,Category_6,Series,H,Category_3,20.322,m,42.676,7.669,28.584,Category_6,0.637
Category_1,24,Category_6,25m,SF,Category_2,21.844,m,26.475,8.89,30.762,Category_7,0.671
Category_7,19,Category_4,Junior,SF,Category_2,30.817,m,25.301,4.352,26.297,Category_2,0.654
Category_2,27,Category_6,World Cup,SF,Category_2,21.486,m,39.587,4.781,29.373,Category_5,0.687
Category_6,32,Category_8,World Championships,H,Category_5,15.177,m,9.902,4.432,26.487,Category_5,0.653
Category_2,29,Category_3,Series,F,Category_5,16.092,m,-13.171,4.839,28.033,Category_7,0.665
Category_2,34,Category_4,Junior,SF,Category_1,19.713,m,17.293,3.725,26.375,Category_1,0.659
Category_8,21,Category_1,Olympic,F,Category_2,15.262,m,66.364,7.38,31.017,Category_8,0.628
Category_2,24,Category_4,World Cup,H,Category_2,19.873,m,26.708,2.9,31.789,Category_5,0.582
Category_7,26,Category_9,Youth Olympic,F,Category_4,29.628,m,31.867,4.418,24.246,Category_3,0.751
Category_3,24,Category_8,World Championships,SF,Category_7,18.305,m,55.241,5.249,29.628,Category_9,0.627
Category_8,19,Category_4,Series,F,Category_3,15.922,m,-13.224,5.983,24.812,Category_3,0.63
Category_7,23,Category_7,Olympic,F,Category_5,19.562,m,45.113,1.84,29.377,Category_7,0.673
Category_8,23,Category_3,Series,H,Category_9,19.991,m,80.372,4.168,30.42,Category_7,0.618
Category_7,30,Category_9,Series,H,Category_5,16.33,m,35.155,4.829,24.743,Category_8,0.706
Category_6,19,Category_4,Olympic,H,Category_9,15.297,m,-22.559,6.752,24.175,Category_8,0.676
Category_7,29,Category_2,Youth Olympic,H,Category_1,26.033,m,30.344,4.248,25.761,Category_4,0.652
Category_5,32,Category_5,Olympic,F,Category_9,22.493,m,50.015,4.523,29.39,Category_1,0.642
Category_7,31,Category_2,World Cup,F,Category_5,18.424,m,35.744,5.113,27.879,Category_4,0.611
Category_1,23,Category_6,Series,H,Category_8,15.64,m,40.338,7.36,26.3,Category_6,0.679
Category_1,22,Category_1,Youth Olympic,H,Category_5,18.28,m,43.781,-0.282,28.415,Category_6,0.671
Category_9,20,Category_6,Series,SF,Category_6,15.348,m,5.825,5.036,26.204,Category_6,0.636
Category_5,20,Category_4,Olympic,SF,Category_8,18.023,m,9.406,7.656,27.129,Category_7,0.688
Category_5,27,Category_3,Youth Olympic,H,Category_2,28.973,m,21.943,2.736,28.031,Category_1,0.735
Category_3,20,Category_2,Youth Olympic,F,Category_3,21.409,m,43.783,2.919,27.883,Category_1,0.665
Category_5,29,Category_7,Junior,H,Category_9,17.864,m,-1.533,7.792,30.53,Category_7,0.653
Category_3,33,Category_9,Junior,F,Category_5,23.233,m,91.445,3.914,24.218,Category_4,0.621
Category_9,34,Category_3,Junior,F,Category_5,16.573,m,-36.895,3.987,28.907,Category_6,0.657
Category_9,24,Category_6,Olympic,SF,Category_9,18.743,m,-16.363,5.458,24.79,Category_6,0.646
Category_6,30,Category_9,World Championships,H,Category_3,12.749,m,48.395,-2.58,25.958,Category_9,0.618
